GP,PPG,FGM,FGA,FG%,3PM,3P%,ORB,DRB,APG,SPG,TOV,is_Champion,league_num
41,79.0,27.0,58.7,0.459,8.2,0.354,7.5,20.5,16.3,7.6,12.5,0.0,48
50,76.5,26.6,58.8,0.452,8.1,0.354,8.8,22.5,14.2,6.6,13.3,0.0,48
39,74.9,26.3,59.6,0.44,6.7,0.321,8.5,20.4,15.5,6.9,14.2,0.0,48
36,72.2,26.3,58.2,0.452,7.5,0.348,6.7,20.7,15.6,5.5,15.4,0.0,48
36,67.2,24.4,59.1,0.413,6.7,0.327,8.3,21.9,13.8,6.5,14.9,0.0,48
48,83.3,30.1,60.7,0.496,8.4,0.382,8.9,22.9,20.5,7.2,12.3,1.0,48
48,81.9,29.0,63.3,0.457,8.2,0.348,10.2,24.1,18.7,7.5,12.3,0.0,48
39,80.6,29.5,64.8,0.456,6.6,0.334,9.9,22.3,18.6,8.0,13.6,0.0,48
48,79.8,29.1,59.7,0.487,8.0,0.347,6.6,21.9,19.5,8.2,13.5,0.0,48
39,77.3,28.7,63.0,0.456,7.7,0.329,7.1,22.1,19.2,6.8,14.0,0.0,48
39,76.8,26.9,61.3,0.438,8.3,0.335,8.4,22.5,18.3,7.8,13.9,0.0,48
48,75.4,27.3,62.4,0.437,9.4,0.35,9.8,23.4,16.5,6.8,12.4,0.0,48
36,74.0,27.0,58.8,0.459,8.1,0.374,7.4,22.2,17.3,5.4,16.8,0.0,48
36,70.9,25.2,62.3,0.404,6.6,0.299,8.5,22.0,15.7,6.5,16.0,0.0,48
39,68.2,25.4,62.9,0.403,6.5,0.321,11.1,24.4,16.4,5.5,15.2,0.0,48
49,85.9,31.4,64.6,0.486,9.0,0.395,8.9,23.0,20.9,8.7,11.9,0.0,48
47,84.7,30.1,59.0,0.511,6.5,0.376,8.9,23.9,21.3,7.8,12.4,1.0,48
47,82.8,28.9,61.2,0.473,9.1,0.38,8.3,22.8,20.6,6.9,14.8,0.0,48
49,82.6,29.3,60.9,0.481,7.7,0.356,8.9,23.0,18.3,8.3,14.4,0.0,48
40,80.5,29.6,63.9,0.463,7.7,0.348,10.0,24.4,19.3,6.7,14.2,0.0,48
39,80.3,27.6,62.5,0.441,8.0,0.356,10.4,21.9,17.6,7.8,13.5,0.0,48
40,80.3,28.5,63.8,0.446,8.5,0.32,7.9,20.3,17.7,8.9,13.7,0.0,48
36,77.9,27.6,64.0,0.431,10.3,0.339,9.4,20.6,18.5,7.3,13.7,0.0,48
39,77.4,28.2,61.7,0.457,9.4,0.387,8.5,21.2,15.8,6.5,13.3,0.0,48
36,75.6,27.8,61.8,0.45,7.0,0.364,8.5,23.5,17.7,6.0,14.2,0.0,48
43,87.0,30.3,59.8,0.508,8.2,0.38,9.0,23.2,21.0,8.0,11.6,1.0,48
44,83.8,29.3,59.7,0.491,8.4,0.378,8.0,23.9,19.2,7.8,13.6,0.0,48
38,83.2,29.1,63.2,0.461,8.7,0.358,8.5,20.1,17.1,8.1,12.2,0.0,48
39,82.6,29.3,61.8,0.474,8.8,0.362,9.7,21.5,18.9,7.4,14.7,0.0,48
36,82.4,30.5,65.1,0.469,8.3,0.343,8.9,21.4,18.2,7.1,13.4,0.0,48
44,82.3,29.2,60.7,0.481,9.1,0.377,9.2,22.1,17.4,7.4,12.7,0.0,48
43,81.9,29.7,60.1,0.495,7.3,0.365,8.8,22.6,19.3,6.4,13.3,0.0,48
38,79.8,28.9,64.9,0.445,8.1,0.346,10.3,23.9,17.5,6.0,12.9,0.0,48
39,77.7,26.6,60.3,0.442,10.1,0.344,6.4,22.4,19.7,6.9,13.4,0.0,48
36,74.9,27.7,63.9,0.433,7.4,0.305,8.8,20.8,14.3,6.7,12.9,0.0,48
24,89.0,31.5,62.6,0.504,10.0,0.398,9.3,24.0,21.2,7.9,12.6,1.0,48
24,84.7,30.5,63.3,0.482,9.3,0.378,9.9,23.1,19.5,6.5,13.1,0.0,48
24,83.7,29.8,60.3,0.494,9.3,0.389,7.6,22.0,19.4,6.9,13.6,0.0,48
24,80.2,29.2,62.6,0.467,7.6,0.325,8.5,22.3,16.8,8.6,14.6,0.0,48
24,78.8,30.2,65.5,0.461,6.3,0.315,10.3,21.7,19.1,9.2,14.9,0.0,48
24,78.3,28.1,61.1,0.46,8.8,0.34,9.3,24.0,18.2,6.2,14.1,0.0,48
24,77.5,26.7,60.3,0.442,8.7,0.335,6.1,21.9,16.6,6.0,13.3,0.0,48
24,74.4,26.3,63.8,0.411,7.6,0.301,10.8,21.5,16.2,8.5,16.0,0.0,48
24,73.7,27.3,60.9,0.447,7.1,0.318,8.7,22.7,17.8,7.4,15.0,0.0,48
24,71.3,26.0,60.4,0.43,8.0,0.338,7.5,22.8,15.7,7.0,13.9,0.0,48
44,91.7,34.3,64.0,0.535,10.7,0.423,8.3,23.1,23.2,8.3,11.8,1.0,48
43,88.2,32.0,64.9,0.493,11.0,0.415,10.3,21.9,18.4,7.8,13.6,0.0,48
46,86.8,30.5,60.8,0.502,8.1,0.346,7.9,23.4,19.5,6.8,16.9,0.0,48
46,84.8,30.8,64.6,0.478,9.1,0.376,9.6,21.2,17.9,8.4,13.6,0.0,48
38,84.1,30.1,63.3,0.476,9.4,0.353,8.0,21.6,20.7,6.6,14.9,0.0,48
39,83.1,30.6,65.3,0.469,8.3,0.358,9.3,21.8,17.7,7.3,15.0,0.0,48
36,80.8,30.4,65.1,0.467,8.0,0.344,8.6,21.1,20.5,7.0,12.8,0.0,48
39,79.6,28.6,60.9,0.469,8.0,0.329,9.3,23.1,18.5,5.6,16.3,0.0,48
37,79.2,27.1,60.6,0.446,9.3,0.356,8.2,20.8,19.5,6.5,15.3,0.0,48
36,76.0,27.2,63.6,0.427,8.4,0.32,10.8,22.5,16.1,6.7,17.0,0.0,48
1,91.0,33.0,60.0,0.55,14.0,0.609,10.0,23.0,23.0,8.0,13.0,0.0,48
42,87.5,31.0,62.9,0.493,9.7,0.379,9.5,23.3,19.8,7.2,11.8,1.0,48
33,84.5,29.9,63.1,0.474,6.2,0.318,8.5,23.4,18.1,7.3,12.9,0.0,48
43,84.1,30.3,61.8,0.49,9.6,0.386,9.6,22.9,20.6,7.2,12.7,0.0,48
41,81.0,29.6,63.2,0.468,7.7,0.328,8.9,23.3,17.8,7.5,14.0,0.0,48
30,80.8,29.1,64.5,0.451,7.5,0.328,9.4,22.3,16.6,7.3,14.5,0.0,48
30,78.3,28.6,66.9,0.428,8.6,0.305,8.6,21.2,15.8,7.0,11.9,0.0,48
34,78.1,28.1,66.0,0.427,8.2,0.299,9.4,22.4,18.2,8.3,12.2,0.0,48
35,77.4,28.4,59.1,0.48,7.2,0.323,9.2,23.6,18.3,4.8,15.2,0.0,48
30,77.0,28.3,62.9,0.449,7.7,0.322,7.5,23.1,15.7,6.4,15.0,0.0,48
34,75.3,27.1,61.4,0.442,8.5,0.346,7.1,24.8,15.1,5.7,12.1,0.0,48
1,71.0,27.0,59.0,0.458,6.0,0.3,10.0,18.0,24.0,5.0,14.0,0.0,48
44,92.0,32.5,65.5,0.497,10.4,0.387,10.5,25.6,18.9,9.1,13.5,0.0,49
44,86.2,32.4,63.8,0.508,8.4,0.35,10.3,22.9,22.5,8.7,13.4,0.0,49
44,83.0,30.1,66.1,0.455,9.4,0.375,9.7,21.3,18.1,10.7,12.1,0.0,49
43,80.3,30.2,67.6,0.446,8.3,0.325,12.3,21.2,17.0,9.0,14.6,0.0,49
45,79.3,28.2,62.7,0.449,9.1,0.341,9.7,26.1,18.3,6.0,13.0,1.0,49
44,79.0,28.7,63.6,0.451,8.9,0.349,9.7,23.8,17.7,6.7,14.5,0.0,49
49,78.5,28.2,61.6,0.458,5.4,0.317,11.0,23.9,16.2,7.3,14.8,0.0,49
46,78.5,28.4,65.3,0.435,6.7,0.314,12.1,23.3,15.8,9.8,15.4,0.0,49
47,76.9,26.7,59.8,0.446,6.5,0.332,9.7,23.4,15.8,8.4,15.5,0.0,49
47,76.1,27.9,60.1,0.464,6.9,0.31,8.4,24.6,17.2,7.1,16.7,0.0,49
42,75.1,27.6,61.1,0.451,9.1,0.345,8.0,20.5,18.1,7.8,15.6,0.0,49
39,74.1,26.8,60.9,0.441,7.9,0.336,6.8,21.5,14.5,7.4,15.2,0.0,49
43,73.4,27.7,63.2,0.438,5.5,0.302,8.1,22.0,15.5,10.0,12.3,0.0,49
39,70.5,26.5,62.7,0.423,7.1,0.287,8.6,22.1,15.4,6.6,13.7,0.0,49
49,86.8,31.6,66.4,0.475,11.1,0.385,9.8,24.0,19.2,8.4,12.7,0.0,49
46,86.2,30.9,67.9,0.455,8.4,0.353,10.6,25.3,16.9,7.7,14.2,0.0,49
52,84.1,31.6,64.1,0.492,7.3,0.352,9.1,26.7,21.5,7.0,16.6,0.0,49
47,83.3,30.8,70.3,0.439,9.4,0.341,11.6,21.7,16.2,10.0,14.7,0.0,49
50,82.8,28.7,63.6,0.451,8.1,0.344,10.9,22.4,16.8,7.4,13.9,0.0,49
51,82.7,30.0,64.7,0.463,9.7,0.351,9.5,24.7,19.2,8.1,12.9,1.0,49
48,82.7,29.9,65.9,0.453,9.1,0.358,10.1,23.6,16.3,8.1,14.3,0.0,49
48,82.0,29.9,65.5,0.456,7.2,0.34,10.0,23.0,18.1,8.8,13.3,0.0,49
45,81.6,28.6,63.4,0.452,8.9,0.334,8.5,24.3,22.2,8.1,13.0,0.0,49
42,78.9,28.0,64.1,0.436,8.1,0.332,8.9,23.7,16.0,7.1,12.8,0.0,49
46,78.8,29.3,66.7,0.44,6.7,0.309,11.9,23.7,17.5,7.3,15.2,0.0,49
49,78.8,28.3,62.0,0.456,7.4,0.324,9.6,26.9,15.6,5.9,15.7,0.0,49
30,77.9,28.9,63.0,0.459,6.5,0.363,9.1,23.9,16.4,9.5,14.8,0.0,49
49,77.3,28.4,61.9,0.459,8.1,0.35,8.0,22.1,17.0,7.0,14.0,0.0,49
42,77.0,26.2,60.1,0.436,7.4,0.325,8.7,23.0,15.6,6.3,13.3,0.0,49
42,71.7,25.4,61.9,0.411,8.3,0.323,8.7,21.6,17.0,8.6,18.7,0.0,49
39,85.9,30.8,62.1,0.496,8.8,0.358,8.5,23.2,21.5,8.7,13.7,1.0,49
39,85.6,32.3,68.9,0.469,7.4,0.342,11.5,24.3,19.6,10.0,13.8,0.0,49
38,84.9,31.4,68.9,0.456,8.3,0.338,11.0,23.5,18.0,8.9,15.7,0.0,49
37,84.4,30.8,70.5,0.436,9.5,0.346,12.7,22.6,16.4,8.0,14.0,0.0,49
38,84.4,30.8,61.0,0.505,8.3,0.385,7.9,23.7,22.3,8.6,14.7,0.0,49
37,84.1,31.5,67.3,0.468,7.6,0.356,10.1,23.1,20.9,8.4,14.4,0.0,49
38,83.4,29.8,68.9,0.433,9.4,0.35,11.2,25.9,21.2,6.4,11.9,0.0,49
38,83.4,31.7,67.1,0.472,8.7,0.36,9.8,25.3,18.6,6.9,13.1,0.0,49
37,82.5,30.0,63.4,0.474,10.8,0.364,6.6,24.8,18.8,6.7,14.5,0.0,49
39,82.0,30.5,65.6,0.465,8.7,0.346,8.3,24.9,18.9,7.1,13.4,0.0,49
37,79.4,29.8,65.1,0.458,5.9,0.303,9.5,25.2,17.4,7.4,14.9,0.0,49
37,78.6,29.6,64.5,0.459,7.9,0.385,8.9,23.7,16.6,6.8,13.9,0.0,49
39,78.5,27.8,66.4,0.42,9.4,0.323,11.5,27.6,16.9,6.1,14.7,0.0,49
38,77.3,27.2,63.9,0.426,8.2,0.318,7.4,24.0,16.1,5.2,12.7,0.0,49
37,76.1,27.4,65.5,0.418,8.5,0.312,11.2,25.1,18.7,6.5,16.2,0.0,49
34,92.0,34.3,65.6,0.523,8.9,0.363,8.6,24.6,24.6,10.0,14.8,1.0,49
35,85.3,30.8,61.8,0.499,11.6,0.381,6.5,26.4,21.5,7.5,15.2,0.0,49
34,81.8,29.8,62.9,0.473,7.7,0.353,9.4,26.0,20.1,9.1,15.9,0.0,49
33,81.8,29.7,60.8,0.488,10.0,0.37,8.7,22.3,19.6,8.9,15.3,0.0,49
30,81.0,28.0,62.1,0.451,9.1,0.37,9.2,24.4,18.8,7.1,17.0,0.0,49
33,80.9,29.5,67.8,0.435,9.7,0.354,11.3,25.8,18.5,7.9,14.8,0.0,49
34,80.9,28.4,65.3,0.436,8.8,0.326,11.4,22.0,16.8,7.8,15.8,0.0,49
30,80.8,30.6,69.4,0.442,9.6,0.378,11.6,23.4,16.0,6.7,15.8,0.0,49
31,80.0,30.5,63.9,0.478,8.4,0.358,10.4,22.3,20.6,9.1,15.7,0.0,49
34,79.9,29.0,66.1,0.439,7.4,0.307,10.9,23.1,18.2,7.8,15.0,0.0,49
27,78.1,28.9,62.7,0.461,8.1,0.354,7.4,21.6,18.1,6.0,17.5,0.0,49
30,75.8,26.8,61.4,0.437,7.9,0.327,10.7,23.1,16.9,6.4,19.1,0.0,49
35,72.6,25.3,61.9,0.408,8.5,0.297,10.2,24.4,15.3,7.2,15.8,0.0,49
28,69.5,25.9,64.3,0.403,7.0,0.286,9.4,21.5,15.8,9.3,16.8,0.0,49
28,68.8,25.3,60.9,0.415,7.1,0.307,6.3,23.3,14.6,6.4,15.6,0.0,49
43,89.5,32.7,67.5,0.484,9.8,0.347,11.6,26.1,22.3,9.3,14.5,0.0,49
42,88.2,32.7,67.0,0.488,9.7,0.353,8.1,22.4,20.6,7.6,14.8,0.0,49
44,82.6,30.7,64.7,0.475,11.3,0.361,8.4,24.0,21.1,7.5,13.5,0.0,49
43,82.0,30.9,66.4,0.465,8.5,0.326,9.7,23.0,20.5,10.1,12.5,0.0,49
43,81.4,30.3,66.8,0.454,7.8,0.337,10.4,24.4,18.3,8.3,13.9,0.0,49
41,77.7,28.9,63.8,0.453,7.2,0.317,10.6,24.0,17.4,7.8,14.1,0.0,49
48,77.7,27.5,62.2,0.443,9.9,0.331,8.8,23.0,19.4,8.3,14.8,0.0,49
38,77.5,29.1,66.5,0.438,6.2,0.31,10.4,25.0,16.2,7.4,18.3,0.0,49
43,76.4,26.4,61.5,0.429,9.2,0.336,9.0,24.4,17.0,7.6,13.7,1.0,49
41,76.1,28.5,67.7,0.42,7.7,0.322,11.5,22.9,16.1,6.8,15.7,0.0,49
45,75.7,29.0,63.2,0.458,6.9,0.32,8.4,24.4,17.8,7.1,16.0,0.0,49
38,72.1,27.0,62.9,0.429,7.3,0.313,9.1,21.7,16.9,6.4,15.7,0.0,49
44,71.7,27.4,63.1,0.434,5.9,0.276,11.7,23.2,15.5,8.1,17.2,0.0,49
41,71.5,25.1,64.3,0.391,8.1,0.275,11.7,23.5,17.0,7.3,15.1,0.0,49
31,86.7,32.8,70.5,0.465,7.7,0.335,11.5,23.7,12.9,6.7,12.9,1.0,50
30,85.5,30.9,67.5,0.458,7.6,0.337,10.7,25.5,13.6,5.1,10.2,0.0,50
31,83.5,30.7,64.9,0.473,5.5,0.303,9.0,25.6,13.7,6.1,12.8,0.0,50
22,81.2,30.3,67.0,0.453,6.7,0.319,10.0,22.5,13.6,5.7,11.8,0.0,50
29,80.4,30.4,63.7,0.478,8.3,0.382,9.0,21.0,11.2,6.2,12.7,0.0,50
25,80.4,29.9,67.2,0.445,7.5,0.361,9.8,24.3,12.7,7.0,11.7,0.0,50
23,78.2,30.1,60.2,0.5,5.8,0.378,6.1,21.7,15.6,6.8,13.6,0.0,50
22,77.4,29.7,65.1,0.457,5.4,0.32,8.4,22.6,11.3,6.8,15.1,0.0,50
28,74.0,27.3,64.6,0.422,8.5,0.335,9.0,24.5,13.3,5.8,12.1,0.0,50
21,73.2,28.9,65.3,0.442,5.6,0.281,11.4,24.1,11.0,6.8,15.8,0.0,50
33,91.6,34.0,69.1,0.491,7.8,0.33,8.0,29.9,19.6,6.7,11.3,0.0,50
14,86.8,34.0,65.3,0.521,7.1,0.333,7.9,23.6,16.6,6.8,11.4,0.0,50
28,84.8,31.5,67.9,0.464,6.8,0.325,10.1,25.8,15.2,6.3,12.1,0.0,50
33,84.2,32.1,63.5,0.505,6.1,0.334,11.0,29.0,18.8,5.9,15.5,1.0,50
31,80.5,30.5,69.8,0.437,6.9,0.327,11.6,25.9,12.6,6.3,13.5,0.0,50
13,79.5,30.8,69.0,0.446,5.1,0.291,12.5,22.7,11.8,5.5,14.6,0.0,50
27,79.4,29.4,69.5,0.423,8.0,0.334,10.9,21.5,13.3,7.3,13.4,0.0,50
31,77.5,27.8,63.0,0.441,6.9,0.352,8.9,21.3,10.5,5.5,11.8,0.0,50
29,77.3,27.9,65.4,0.426,6.4,0.296,10.4,25.7,11.7,6.4,12.3,0.0,50
30,76.7,29.6,69.5,0.426,6.9,0.274,10.9,24.6,12.5,9.1,12.5,0.0,50
12,75.2,28.3,67.5,0.419,6.7,0.311,8.7,24.5,11.8,6.8,14.8,0.0,50
12,75.2,29.6,64.8,0.457,5.7,0.278,10.0,27.0,13.4,5.5,17.7,0.0,50
28,71.0,26.6,65.0,0.409,7.0,0.303,8.5,23.6,11.0,6.9,13.7,0.0,50
29,70.2,26.3,65.8,0.4,6.7,0.288,9.2,23.5,11.1,6.7,14.9,0.0,50
14,92.8,34.6,77.6,0.446,10.1,0.346,13.1,26.1,14.2,8.4,13.2,0.0,50
11,88.7,32.2,69.5,0.463,7.2,0.356,8.5,27.9,10.5,7.2,13.5,0.0,50
14,86.1,31.8,70.1,0.454,11.0,0.362,7.9,27.6,14.4,4.9,14.1,0.0,50
28,84.6,30.6,69.8,0.439,8.0,0.313,8.7,24.8,11.1,7.5,12.9,0.0,50
33,84.4,31.0,67.8,0.457,7.1,0.33,8.3,30.0,17.8,6.7,12.2,0.0,50
33,83.8,32.3,67.4,0.48,8.0,0.338,11.7,26.7,17.3,6.8,13.3,1.0,50
28,82.0,30.6,72.4,0.422,9.6,0.327,12.1,24.3,14.6,6.0,13.1,0.0,50
30,80.9,29.7,69.4,0.428,6.8,0.299,10.4,28.6,13.1,7.7,14.2,0.0,50
31,80.6,30.5,72.4,0.421,7.1,0.303,12.4,26.1,15.9,8.8,13.9,0.0,50
30,80.1,30.6,67.6,0.453,6.3,0.337,9.7,25.0,13.9,7.9,14.8,0.0,50
30,80.1,28.7,69.0,0.416,7.6,0.295,10.6,26.6,13.1,7.5,14.8,0.0,50
31,80.1,30.3,70.0,0.432,8.1,0.315,10.0,27.1,12.4,8.7,13.4,0.0,50
12,75.5,29.5,66.2,0.446,5.2,0.277,9.8,26.0,14.6,6.4,16.3,0.0,50
29,73.2,28.4,66.7,0.427,5.8,0.277,9.2,24.7,11.7,6.1,14.8,0.0,50
32,90.4,33.9,73.3,0.462,8.0,0.332,10.6,31.4,19.0,5.7,10.7,1.0,50
31,88.1,34.0,70.6,0.482,7.8,0.347,10.9,25.5,14.9,6.5,13.3,0.0,50
13,87.8,34.0,75.3,0.451,6.9,0.3,14.5,26.8,16.9,9.1,16.9,0.0,50
32,85.6,31.9,74.7,0.427,9.0,0.333,12.8,23.4,12.9,5.9,12.3,0.0,50
27,84.9,31.0,68.3,0.454,8.9,0.36,8.7,28.8,15.0,5.9,12.3,0.0,50
30,84.2,31.6,73.2,0.431,7.8,0.339,11.2,27.8,14.4,6.2,12.3,0.0,50
32,83.9,30.3,67.1,0.451,9.4,0.348,7.5,26.0,12.5,7.7,12.8,0.0,50
13,81.6,29.8,71.8,0.415,8.5,0.285,12.1,26.2,13.5,6.4,11.5,0.0,50
30,81.5,30.4,68.2,0.446,7.9,0.303,10.6,27.7,14.9,6.1,13.1,0.0,50
30,80.2,28.8,70.5,0.409,6.5,0.291,13.2,26.7,10.6,5.5,14.6,0.0,50
28,78.4,29.4,69.4,0.424,6.7,0.305,9.4,27.5,11.5,5.9,14.7,0.0,50
32,77.7,29.8,71.3,0.417,7.6,0.305,10.2,26.0,11.9,6.9,13.5,0.0,50
14,75.2,28.0,67.4,0.415,4.1,0.269,10.5,24.2,11.5,7.6,18.1,0.0,50
14,73.9,28.0,61.0,0.459,7.5,0.316,7.1,22.0,11.5,4.4,15.6,0.0,50
34,90.5,33.2,70.6,0.47,9.6,0.371,9.1,30.7,18.6,6.3,11.1,1.0,50
28,85.5,30.5,70.5,0.432,9.9,0.341,8.9,26.1,15.3,8.8,13.4,0.0,50
29,84.4,31.7,71.9,0.441,8.4,0.302,11.4,26.6,15.9,7.0,13.9,0.0,50
33,83.8,30.2,66.8,0.452,10.7,0.36,7.4,24.7,12.2,7.5,12.5,0.0,50
31,83.0,30.1,68.4,0.44,9.2,0.33,9.3,28.4,16.0,5.3,13.2,0.0,50
14,82.7,30.1,65.6,0.46,7.7,0.29,9.9,24.6,13.9,7.6,16.7,0.0,50
27,82.6,29.6,70.6,0.419,7.1,0.294,10.8,24.7,13.4,8.3,15.1,0.0,50
30,81.2,30.8,65.1,0.473,7.3,0.349,9.0,24.4,12.7,6.4,14.7,0.0,50
31,79.3,28.5,61.5,0.464,7.6,0.343,8.2,25.3,14.9,6.5,15.1,0.0,50
14,77.3,26.4,67.0,0.394,8.4,0.314,10.8,26.5,11.8,5.9,15.2,0.0,50
32,72.8,27.1,67.7,0.401,5.7,0.311,11.1,23.8,12.0,8.5,17.1,0.0,50
14,71.6,26.9,63.3,0.426,5.6,0.341,11.6,25.3,15.2,5.3,13.3,0.0,50
31,71.0,26.6,65.6,0.406,7.1,0.292,7.0,22.4,11.0,5.8,13.8,0.0,50
14,66.6,25.0,61.8,0.405,5.5,0.277,7.6,21.0,9.5,6.9,17.4,0.0,50
25,92.6,34.9,68.9,0.506,9.0,0.353,9.9,27.9,18.4,6.2,12.8,0.0,50
29,90.0,33.2,71.2,0.467,9.5,0.363,8.6,30.9,15.5,6.4,9.3,1.0,50
11,89.9,33.5,69.3,0.483,6.6,0.322,9.6,27.4,11.2,6.4,14.6,0.0,50
14,89.1,35.1,77.1,0.455,6.6,0.267,12.1,29.4,12.6,8.2,14.0,0.0,50
27,87.6,31.3,66.4,0.471,10.3,0.355,7.9,24.5,12.1,7.1,11.1,0.0,50
29,86.7,33.3,69.3,0.481,6.6,0.336,8.7,26.7,11.7,6.7,12.9,0.0,50
24,86.6,32.0,70.5,0.454,8.9,0.341,9.2,28.0,16.1,6.1,12.8,0.0,50
29,82.2,30.3,70.6,0.429,8.6,0.319,8.3,27.2,10.8,6.1,10.8,0.0,50
30,81.1,31.1,67.8,0.459,7.1,0.302,8.9,30.8,15.0,4.9,13.8,0.0,50
25,80.0,29.2,65.0,0.45,6.8,0.315,8.9,28.7,14.8,5.5,13.7,0.0,50
22,79.5,29.5,68.5,0.431,5.3,0.247,9.7,24.9,11.4,8.1,14.0,0.0,50
12,77.6,28.8,65.8,0.437,9.4,0.333,6.6,23.0,10.4,5.4,10.8,0.0,50
29,76.0,27.5,65.5,0.42,8.2,0.317,9.2,23.7,11.0,6.9,14.3,0.0,50
12,72.3,28.2,67.2,0.419,5.8,0.261,10.0,25.2,6.1,4.6,10.8,0.0,50
27,92.4,34.5,69.9,0.494,9.1,0.364,10.2,29.0,17.9,7.6,12.3,1.0,50
9,91.4,34.3,70.8,0.485,9.4,0.362,8.1,28.8,18.3,8.3,13.0,0.0,50
32,90.1,34.3,73.1,0.469,8.5,0.34,9.7,28.3,17.2,6.6,12.6,0.0,50
12,87.8,31.2,67.7,0.461,10.1,0.399,8.8,30.4,16.9,7.6,14.7,0.0,50
30,84.1,32.3,74.6,0.432,6.3,0.29,10.5,28.4,13.8,7.5,15.1,0.0,50
32,83.9,32.9,70.5,0.467,8.0,0.338,8.1,30.0,14.3,6.0,12.7,0.0,50
28,82.3,30.8,66.1,0.465,7.3,0.333,8.5,28.4,15.9,6.0,14.1,0.0,50
30,80.8,29.3,72.0,0.407,9.7,0.31,8.1,25.0,10.8,6.4,12.5,0.0,50
28,80.0,31.6,72.5,0.436,7.3,0.308,11.2,27.1,13.9,6.5,10.3,0.0,50
12,79.7,29.8,72.2,0.413,12.3,0.33,7.0,28.8,13.8,4.8,11.4,0.0,50
23,79.5,30.5,72.1,0.423,7.9,0.318,9.5,25.6,11.8,7.0,12.4,0.0,50
10,79.2,29.9,71.2,0.42,6.2,0.268,12.1,26.5,10.0,5.6,13.7,0.0,50
29,78.7,30.9,71.4,0.433,6.2,0.277,8.6,27.5,11.1,6.7,16.2,0.0,50
26,76.1,28.9,65.4,0.442,8.3,0.343,9.1,26.4,16.1,6.1,15.3,0.0,50
4,89.3,32.8,73.8,0.444,7.3,0.274,10.5,27.5,7.5,6.3,9.5,0.0,50
4,88.3,32.5,73.8,0.441,9.0,0.35,12.5,26.8,15.5,9.8,16.3,0.0,50
21,88.0,32.4,73.0,0.444,9.3,0.332,11.0,27.6,14.4,6.5,12.3,0.0,50
23,86.3,32.7,71.1,0.459,8.3,0.337,9.3,28.3,16.7,5.7,13.0,0.0,50
22,86.1,31.8,68.2,0.466,7.5,0.317,8.8,29.2,17.2,8.7,10.7,0.0,50
22,85.5,30.4,71.6,0.424,10.0,0.34,8.8,26.0,14.9,7.5,13.0,0.0,50
22,85.2,31.5,70.2,0.448,6.8,0.311,12.2,27.6,12.6,8.2,15.2,0.0,50
21,85.0,30.2,67.3,0.449,8.3,0.329,7.7,29.0,16.0,4.2,10.7,1.0,50
5,85.0,30.8,67.2,0.458,10.0,0.342,7.6,26.4,12.8,4.2,11.4,0.0,50
21,83.9,29.1,63.7,0.457,7.2,0.312,6.3,28.1,14.2,7.9,13.0,0.0,50
23,81.3,28.4,67.0,0.424,9.8,0.331,9.5,25.3,12.7,6.0,16.5,0.0,50
5,76.2,27.2,62.8,0.433,8.8,0.341,8.4,24.0,9.8,3.4,11.8,0.0,50
23,75.9,28.1,69.9,0.402,8.0,0.286,11.7,24.5,13.5,6.9,13.0,0.0,50
23,73.7,27.0,68.6,0.393,8.6,0.289,10.2,27.4,12.5,5.9,12.0,0.0,50
25,90.6,33.4,69.0,0.484,9.0,0.32,8.5,30.9,18.0,5.2,10.6,1.0,50
25,87.9,32.4,70.8,0.457,9.2,0.355,9.9,31.5,18.5,7.2,13.0,0.0,50
23,87.7,30.5,70.2,0.435,12.2,0.368,7.7,26.4,15.3,7.4,10.0,0.0,50
28,86.8,31.8,69.1,0.459,8.0,0.352,8.7,29.1,16.2,8.2,12.3,0.0,50
23,84.0,32.5,73.3,0.443,9.4,0.318,11.3,29.7,13.9,7.3,12.2,0.0,50
22,78.9,28.7,71.4,0.403,7.6,0.267,11.7,27.8,13.0,8.7,14.7,0.0,50
22,78.3,30.4,72.3,0.421,7.4,0.277,12.3,31.1,13.8,5.4,13.9,0.0,50
21,77.2,29.6,68.6,0.431,8.7,0.314,10.8,27.3,13.8,7.0,17.2,0.0,50
20,75.4,29.0,68.0,0.426,8.1,0.329,8.2,28.3,15.7,8.2,16.7,0.0,50
22,74.4,27.5,66.6,0.413,9.8,0.326,9.1,26.2,13.5,6.6,14.9,0.0,50
21,73.0,27.4,67.2,0.408,6.2,0.254,9.3,27.2,13.6,7.2,14.0,0.0,50
20,60.6,22.5,65.9,0.341,7.8,0.283,7.2,26.3,10.5,4.0,17.2,0.0,50
23,94.0,35.0,75.1,0.466,10.8,0.367,12.3,28.4,14.3,6.0,11.0,0.0,50
22,85.3,31.6,67.9,0.466,8.9,0.339,7.3,27.8,16.4,7.7,12.6,0.0,50
24,84.9,31.5,70.5,0.447,7.6,0.313,8.8,29.8,13.9,5.9,10.8,0.0,50
26,83.9,31.3,67.8,0.461,8.0,0.348,8.4,29.7,16.4,6.5,12.2,0.0,50
28,82.0,30.2,69.0,0.438,8.9,0.322,7.3,27.6,14.5,8.9,12.0,0.0,50
31,81.0,29.2,66.7,0.437,8.3,0.328,10.6,24.8,12.6,5.1,11.7,0.0,50
31,79.5,29.0,66.0,0.439,7.5,0.324,9.2,27.0,11.6,3.7,12.2,1.0,50
