#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
14,Movistar Estudiantes,14,40.3,79.8,28.8,65.5,0.439,10.1,29.8,0.341,12.1,15.6,0.772,8.6,23.4,32.0,19.1,7.9,2.8,11.9,18.1,2018,Basketball-Champions-League-Europe
15,Besiktas Icrypex,16,40.3,79.4,27.8,59.1,0.469,10.8,26.2,0.411,13.2,18.9,0.699,8.3,22.4,30.7,17.6,7.1,2.9,12.4,18.8,2018,Basketball-Champions-League-Europe
16,Juventus,14,40.3,78.9,27.8,63.8,0.436,7.9,23.9,0.329,15.5,21.0,0.738,10.9,22.1,33.0,18.2,7.6,2.4,14.7,19.9,2018,Basketball-Champions-League-Europe
17,Strasbourg IG,18,40.6,78.4,29.4,62.6,0.47,7.4,19.6,0.378,12.2,17.8,0.685,8.4,23.4,31.8,18.3,8.9,2.4,12.9,19.6,2018,Basketball-Champions-League-Europe
18,UCAM Murcia CB,20,40.2,78.3,26.0,61.1,0.425,8.1,23.5,0.345,18.3,24.4,0.748,11.1,22.6,33.7,15.2,6.7,2.4,12.4,20.9,2018,Basketball-Champions-League-Europe
19,Telekom Baskets Bonn,14,40.7,77.1,26.8,62.2,0.431,8.8,25.2,0.348,14.7,20.4,0.72,7.8,23.1,30.9,14.6,7.9,2.4,12.4,19.3,2018,Basketball-Champions-League-Europe
20,Teksut Bandirma,18,41.1,76.6,27.8,58.2,0.477,7.3,21.5,0.339,13.8,20.6,0.668,7.7,24.9,32.6,15.7,6.0,2.1,11.6,19.5,2018,Basketball-Champions-League-Europe
21,Enea Zastal BC Zielona,16,40.0,76.1,27.6,60.8,0.455,9.0,23.8,0.378,11.8,17.1,0.692,8.3,22.3,30.6,17.5,6.4,1.5,13.1,18.5,2018,Basketball-Champions-League-Europe
22,Enisey Krasnoyarsk,14,40.0,76.0,26.6,63.4,0.421,9.0,26.4,0.341,13.7,19.1,0.716,10.9,21.3,32.1,15.4,5.3,3.0,14.9,21.4,2018,Basketball-Champions-League-Europe
23,PAOK BC,16,40.3,75.1,25.8,58.0,0.444,8.2,22.6,0.363,15.4,21.9,0.706,7.8,22.9,30.8,16.5,7.3,2.4,13.6,23.8,2018,Basketball-Champions-League-Europe
24,Sidigas Avellino,14,40.7,74.9,27.9,60.8,0.458,8.6,24.4,0.351,10.6,16.1,0.659,8.1,25.4,33.5,18.0,5.3,3.6,11.6,18.8,2018,Basketball-Champions-League-Europe
25,BK Ventspils,14,40.0,73.9,24.2,59.4,0.408,8.4,22.6,0.372,17.0,21.9,0.775,8.4,24.8,33.2,15.4,5.3,1.5,11.6,18.1,2018,Basketball-Champions-League-Europe
26,Royal Hali Gaziantep,14,40.7,73.8,25.6,61.3,0.418,9.4,28.6,0.329,13.1,17.8,0.735,6.6,21.9,28.6,16.0,6.3,2.0,12.8,21.1,2018,Basketball-Champions-League-Europe
27,HydroTruck Radom,14,40.7,73.7,27.4,64.4,0.426,6.6,22.1,0.301,12.2,16.4,0.743,8.4,24.6,33.1,13.9,7.0,2.3,12.9,18.3,2018,Basketball-Champions-League-Europe
28,Chalon-Sur-Saone,14,40.0,72.7,25.9,61.6,0.42,9.5,27.2,0.349,11.5,15.1,0.763,8.5,23.5,32.0,16.7,6.0,1.9,12.5,18.3,2018,Basketball-Champions-League-Europe
29,Union Olimpija,14,40.3,71.1,26.8,62.5,0.429,6.8,21.5,0.316,10.8,15.1,0.712,8.1,21.6,29.8,14.8,8.0,1.9,14.4,20.4,2018,Basketball-Champions-League-Europe
30,Telenet BC Oostende,14,40.3,69.6,23.5,55.1,0.426,7.5,21.4,0.35,15.1,21.5,0.704,7.9,25.3,33.2,14.1,4.4,2.4,14.6,19.2,2018,Basketball-Champions-League-Europe
31,Aris BC,14,40.3,66.4,23.5,58.4,0.402,7.5,21.2,0.354,11.9,16.4,0.726,8.3,22.6,30.9,13.4,6.8,2.1,14.2,19.9,2018,Basketball-Champions-League-Europe
32,Orlandina Basket,14,40.0,63.4,22.8,59.4,0.384,7.1,24.4,0.293,10.6,14.6,0.73,7.4,24.1,31.4,15.9,5.6,1.5,14.5,18.4,2018,Basketball-Champions-League-Europe
