#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
14,Pinar Karsiyaka,20,40.0,75.2,26.8,59.0,0.454,7.7,21.2,0.362,14.0,18.3,0.767,9.1,22.4,31.4,16.0,8.2,2.7,13.7,19.4,2017,Basketball-Champions-League-Europe
15,Strasbourg IG,16,40.6,75.1,27.3,59.8,0.457,7.7,21.2,0.363,12.8,17.9,0.717,7.9,23.3,31.3,18.1,9.1,3.1,14.6,21.5,2017,Basketball-Champions-League-Europe
16,AS Monaco Basket,18,40.0,74.9,26.3,63.1,0.416,6.8,21.4,0.319,15.6,22.2,0.7,10.1,22.4,32.5,16.6,9.0,3.5,13.4,21.5,2017,Basketball-Champions-League-Europe
17,Juventus,16,40.0,74.8,26.9,62.4,0.431,6.4,20.1,0.318,14.6,20.4,0.715,10.1,24.1,34.2,17.6,7.4,3.7,14.9,20.3,2017,Basketball-Champions-League-Europe
18,BK Ventspils,16,40.3,74.6,27.9,63.0,0.443,7.4,21.4,0.345,11.4,15.9,0.717,8.8,24.7,33.4,16.3,6.4,1.7,13.9,20.8,2017,Basketball-Champions-League-Europe
19,KK Partizan,16,40.9,74.5,26.3,58.8,0.447,7.2,21.4,0.336,14.7,20.7,0.71,9.8,23.6,33.3,16.3,6.3,4.1,16.1,22.4,2017,Basketball-Champions-League-Europe
20,Proximus Spirou Charleroi,14,40.7,74.1,26.1,55.9,0.466,9.1,23.2,0.391,12.9,17.5,0.735,8.3,21.2,29.5,16.0,7.4,3.4,17.1,21.1,2017,Basketball-Champions-League-Europe
21,ASVEL Basket,18,39.9,73.6,26.2,59.6,0.439,7.3,21.1,0.345,13.9,19.9,0.701,8.9,22.9,31.8,17.7,7.0,2.9,12.2,20.6,2017,Basketball-Champions-League-Europe
22,Neptunas,16,40.0,73.1,25.9,60.6,0.427,9.3,27.2,0.343,12.1,16.3,0.739,10.3,27.3,37.5,17.1,4.1,2.4,14.1,19.3,2017,Basketball-Champions-League-Europe
23,Szolnoki Olaj,14,40.6,72.9,26.1,60.6,0.43,9.1,24.6,0.368,11.6,16.4,0.709,7.4,19.0,26.4,16.8,7.4,1.1,14.4,21.1,2017,Basketball-Champions-League-Europe
24,Sidigas Avellino,16,40.0,72.8,26.8,61.4,0.437,8.3,25.3,0.327,10.9,15.7,0.697,9.6,22.3,31.8,18.3,7.6,2.4,12.5,17.5,2017,Basketball-Champions-League-Europe
25,Enea Zastal BC Zielona,14,40.7,72.8,25.6,57.1,0.448,8.4,23.2,0.363,13.2,18.6,0.709,9.0,21.7,30.7,15.6,6.5,1.9,16.3,20.4,2017,Basketball-Champions-League-Europe
26,PAOK BC,18,41.1,72.6,25.4,62.1,0.41,6.5,21.1,0.309,15.2,22.4,0.678,9.6,26.1,35.7,13.9,9.0,2.7,16.2,23.5,2017,Basketball-Champions-League-Europe
27,KK Mega Bemax,14,40.0,72.6,25.4,64.8,0.393,7.4,26.4,0.279,14.4,20.4,0.703,12.9,24.0,36.9,14.1,7.9,2.6,17.0,20.9,2017,Basketball-Champions-League-Europe
28,Le Mans Sarthe Basket,16,40.3,72.4,26.6,59.6,0.447,6.6,18.7,0.351,12.6,16.4,0.767,9.5,24.4,33.9,14.8,6.0,1.7,12.4,17.1,2017,Basketball-Champions-League-Europe
29,Ironi Nahariya,14,40.0,72.4,27.6,63.3,0.437,6.6,18.1,0.362,10.5,17.3,0.607,9.7,23.9,33.6,18.6,8.9,2.0,15.1,21.2,2017,Basketball-Champions-League-Europe
30,Umana Venezia,20,40.0,72.0,25.7,63.0,0.408,8.6,27.9,0.306,12.1,16.6,0.726,10.4,21.6,32.0,17.3,7.6,2.9,13.0,20.3,2017,Basketball-Champions-League-Europe
31,Maccabi Rishon Lezion,16,40.0,71.8,27.7,62.2,0.445,5.5,16.6,0.332,10.9,14.7,0.74,10.6,22.6,33.2,18.0,7.8,1.7,15.5,19.9,2017,Basketball-Champions-League-Europe
32,Telenet BC Oostende,14,40.0,71.1,26.2,58.6,0.448,5.9,18.6,0.314,12.8,17.1,0.746,8.6,23.6,32.3,15.6,7.1,2.5,14.2,20.2,2017,Basketball-Champions-League-Europe
33,OpenJobMetis Varese,14,40.0,70.1,24.1,59.4,0.405,6.5,20.5,0.317,15.4,21.9,0.704,8.4,23.6,31.9,11.9,4.6,4.3,12.9,21.1,2017,Basketball-Champions-League-Europe
34,Fraport Skyliners,16,40.0,70.0,24.2,55.3,0.438,7.0,19.6,0.358,14.6,18.4,0.796,8.8,21.6,30.4,16.1,8.1,2.1,17.4,20.8,2017,Basketball-Champions-League-Europe
35,Bakken Bears,14,40.0,68.8,25.5,64.6,0.394,6.5,21.1,0.308,11.3,16.5,0.684,10.0,22.3,32.3,12.6,6.6,2.3,17.3,18.8,2017,Basketball-Champions-League-Europe
36,KK Mornar,14,39.7,68.7,25.8,61.2,0.421,7.0,21.3,0.329,10.1,13.6,0.743,8.4,21.5,29.9,14.9,6.6,2.6,15.7,19.9,2017,Basketball-Champions-League-Europe
37,HydroTruck Radom,14,41.7,68.5,23.9,62.9,0.38,8.5,25.9,0.329,12.1,17.3,0.702,8.4,24.7,33.1,15.4,6.6,2.0,13.7,18.7,2017,Basketball-Champions-League-Europe
38,CSM Oradea,14,40.3,68.5,24.9,60.0,0.415,7.0,20.6,0.339,11.6,15.1,0.773,7.6,22.8,30.4,18.7,6.8,2.6,13.7,16.6,2017,Basketball-Champions-League-Europe
39,BC Khimik,14,40.0,66.4,24.9,59.9,0.416,7.0,23.4,0.3,9.5,14.5,0.655,9.5,23.6,33.1,14.6,6.3,2.1,15.4,17.4,2017,Basketball-Champions-League-Europe
40,Helios Domzale,14,39.9,59.6,21.5,55.5,0.387,6.6,21.1,0.312,10.0,14.9,0.673,8.2,22.9,31.1,14.0,6.1,2.5,17.3,19.6,2017,Basketball-Champions-League-Europe
