#,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year,League_Name
19,Nizhny Novgorod,2,40.0,74.5,24.5,57.0,0.43,10.5,24.0,0.438,15.0,21.5,0.698,10.0,21.0,31.0,15.5,3.5,1.0,12.0,22.5,2018,Basketball-Champions-League---Qualification
20,Nanterre 92,2,42.5,74.0,26.0,63.5,0.409,9.0,28.0,0.321,13.0,17.5,0.743,10.0,23.0,33.0,16.0,5.5,3.0,8.5,19.5,2018,Basketball-Champions-League---Qualification
21,SL Benfica,4,40.0,73.8,27.0,59.8,0.452,9.5,24.5,0.388,10.3,14.0,0.732,6.0,21.8,27.8,17.5,4.5,3.0,10.8,19.8,2018,Basketball-Champions-League---Qualification
22,Avtodor Saratov,6,40.0,72.2,27.3,58.5,0.467,7.7,23.0,0.333,9.8,15.0,0.656,6.3,19.7,26.0,17.7,7.7,2.8,11.2,18.7,2018,Basketball-Champions-League---Qualification
23,Tsmoki-Minsk,6,40.8,69.7,24.7,56.2,0.439,7.7,19.3,0.397,12.7,19.7,0.644,9.2,26.0,35.2,14.0,5.2,2.0,11.7,19.0,2018,Basketball-Champions-League---Qualification
24,Keravnos Strovolou,2,40.0,69.5,26.5,58.0,0.457,6.0,16.0,0.375,10.5,11.5,0.913,9.0,26.0,35.0,12.0,7.0,1.0,14.0,19.0,2018,Basketball-Champions-League---Qualification
25,Vytautas Prienu,2,40.0,69.0,23.5,51.5,0.456,6.5,21.0,0.31,15.5,20.0,0.775,6.0,25.5,31.5,14.0,3.5,2.5,17.5,19.5,2018,Basketball-Champions-League---Qualification
26,ece bulls Kapfenberg,2,40.0,67.0,24.0,58.0,0.414,7.0,22.0,0.318,12.0,19.5,0.615,12.5,24.0,36.5,10.0,8.0,1.0,15.5,18.0,2018,Basketball-Champions-League---Qualification
27,KK Mornar,2,40.0,66.0,22.0,52.5,0.419,6.5,15.5,0.419,15.5,20.0,0.775,12.5,22.0,34.5,10.5,3.0,3.0,17.0,20.0,2018,Basketball-Champions-League---Qualification
28,Dinamo,2,40.0,63.0,22.5,55.0,0.409,5.0,16.5,0.303,13.0,21.0,0.619,10.0,26.0,36.0,11.0,5.5,4.5,17.5,22.0,2018,Basketball-Champions-League---Qualification
29,Sigal Prishtina,2,40.0,62.0,23.0,58.0,0.397,7.5,28.5,0.263,8.5,14.0,0.607,6.5,21.0,27.5,15.0,6.5,6.0,10.0,18.0,2018,Basketball-Champions-League---Qualification
30,KK Bosna,2,40.0,59.0,18.5,45.0,0.411,5.5,16.0,0.344,16.5,22.5,0.733,4.5,14.5,19.0,6.0,4.0,2.5,18.0,28.0,2018,Basketball-Champions-League---Qualification
31,BC Budivelnik,2,40.0,58.5,22.0,56.5,0.389,4.0,16.5,0.242,10.5,14.5,0.724,11.5,26.0,37.5,13.5,6.0,3.0,17.0,19.0,2018,Basketball-Champions-League---Qualification
32,Basic-Fit Brussels Basketball,2,40.0,54.5,20.5,53.0,0.387,4.5,22.0,0.205,9.0,14.5,0.621,7.5,20.0,27.5,9.0,7.5,3.0,20.5,21.0,2018,Basketball-Champions-League---Qualification
